1	8	1	0	24	-2859	1	50	0	1000
2	8	1	0	24	-2859	1	50	0	1000
3	8	1	0	24	-2859	1	50	0	1000
4	8	1	0	24	-2859	1	50	0	1000
5	8	1	0	24	-2859	1	50	0	1000
6	8	1	0	24	-2859	1	50	0	1000
7	8	1	0	24	-2859	1	50	0	1000
8	8	1	0	24	-2859	1	50	0	1000
9	8	1	0	24	-2859	1	50	0	1000
10	8	1	0	24	-2859	1	50	0	1000
11	8	1	0	24	-2859	1	50	0	1000
12	8	1	0	24	-2859	1	50	0	1000
13	8	1	0	24	-2859	1	50	0	1000
14	8	1	0	24	-2859	1	50	0	1000
15	8	1	0	24	-2859	1	50	0	1000
16	8	1	0	24	-2859	1	50	0	1000
17	8	1	0	24	-2859	1	50	0	1000
18	8	1	0	24	-2859	1	50	0	1000
19	8	1	0	24	-2859	1	50	0	1000
20	8	1	0	24	-2859	1	50	0	1000
21	8	2	0	-6	-2859	1	0	50	1000
22	8	2	0	-6	-2859	1	0	50	1000
23	8	2	0	-6	-2859	1	0	50	1000
24	8	2	0	-6	-2859	1	0	50	1000
25	8	2	0	-6	-2859	1	0	50	1000
26	8	2	0	-6	-2859	1	0	50	1000
27	8	2	0	-6	-2859	1	0	50	1000
28	8	2	0	-6	-2859	1	0	50	1000
29	8	2	0	-6	-2859	1	0	50	1000
30	8	2	0	-6	-2859	1	0	50	1000
31	8	2	0	-6	-2859	1	0	50	1000
32	8	2	0	-6	-2859	1	0	50	1000
33	8	2	0	-6	-2859	1	0	50	1000
34	8	2	0	-6	-2859	1	0	50	1000
35	8	2	0	-6	-2859	1	0	50	1000
36	8	2	0	-6	-2859	1	0	50	1000
37	8	2	0	-6	-2859	1	0	50	1000
38	8	2	0	-6	-2859	1	0	50	1000
39	8	2	0	-6	-2859	1	0	50	1000
40	8	2	0	-6	-2859	1	0	50	1000
41	12	1	2	24	-6	1	50	50	1000
42	12	1	2	24	-6	1	50	50	1000
43	12	1	2	24	-6	1	50	50	1000
44	12	1	2	24	-6	1	50	50	1000
45	12	1	2	24	-6	1	50	50	1000
46	12	1	2	24	-6	1	50	50	1000
47	12	1	2	24	-6	1	50	50	1000
48	12	1	2	24	-6	1	50	50	1000
49	12	1	2	24	-6	1	50	50	1000
50	12	1	2	24	-6	1	50	50	1000
51	12	1	2	24	-6	1	50	50	1000
52	12	1	2	24	-6	1	50	50	1000
53	12	1	2	24	-6	1	50	50	1000
54	12	1	2	24	-6	1	50	50	1000
55	12	1	2	24	-6	1	50	50	1000
56	12	1	2	24	-6	1	50	50	1000
57	12	1	2	24	-6	1	50	50	1000
58	12	1	2	24	-6	1	50	50	1000
59	12	1	2	24	-6	1	50	50	1000
60	12	1	2	24	-6	1	50	50	1000
